"Accursio - Portello","Adamello - Lorenzini","Alserio - Cola Montano","Amendola M1","Aquileia","Arcivescovado","Arco della Pace 1 - Bertani","Arco della Pace 2 - Pagano","Arcole - Argelati","Ascanio Sforza - Pavia","Aspromonte - Pecchio","Augusto","B.Marcello - Boscovich","Bacone - Monteverdi","Baldinucci - Maffucci","Balilla - Tibaldi","Bassini - Grossich","Bastioni di Porta Venezia","Bausan - Brofferio","Beatrice d'Este - Cassolo","Beccaria","Benaco - Brembo","Bergognone - Tortona","Bernini","Bertarelli","Bicocca M5 - Pulci","Bocconi 2 - Bach","Bocconi 3 - I. Aragona","Bonomelli","Borgogna","Borsieri - Confalonieri","Bovisa - Lambruschini","Bovisa Passante 1 - Alfieri","Brenta MM","Brera","Brescia","Brianza - Venini","Bronzetti - Archimede","Buenos Aires - Argentina","Buenos Aires - Lima","Buonarroti","Bussero - F. Testi","Ca' Granda - F. Testi","Cadore - Pinaroli","Cadorna 1","Cadorna 2","Cadorna 3","Caiazzo","Cairoli","Caldara / Curtatone","Caneva - Tolentino","Canova - Sangiorgio","Cantù","Cantore","Cardinal Ferrari","Carlo Magno - Alcuino","Castel Morrone - M. A. Di Savoia","Castelli - Ailanti","Castello Acquario civico","Cavour","Centrale 1","Centrale 2","Chiesa - E. Filiberto","Chiese - F. Testi","Cinque Giornate","Cirene - Friuli","Col di Lana - Col Moschin","Conciliazione","Coni Zugna Solari","Cordusio","Crema - Giulio Romano","Crocetta","Cusani","D'Ancona","Dante - San Tomaso","Dateo","De Angeli - R. Sanzio","De Angeli - Ripamonti","De Marchi - Bottelli","De Marchi - Lucini","Dell'Umanitaria","Dergano","Diaz","Domodossola FNM - Filelfo","Donizetti ""Provincia"" - RIMOSSA PROVVISORIAMENTE","Duomo","Durante - D'aviano","Edison","Elba - Cimarosa","Emilia - Piceno","Erculea","F.Filzi","Farini - Quadrio","Fatebenefratelli","Festa del Perdono","Fiamma","Foppa - Caravaggio","Friuli","Gadio - Paleocapa","Galvani - Restelli - RL","Garibaldi - Sturzo","Garibaldi Pepe","Gioia - Carissimi","Gioia - Cassina De' Pomm","Gioia - Pirelli","Gioia - Sassetti","Giovanni XXIII","Gorini - Strambio","Gorizia 1","Gorizia 2","Govone - Borgese","Imbonati - Dergano M3","Indipendenza-Castel Morrone","Istria M5 - F. Testi","Italia - San Martino","IV Novembre","Lagosta","Lancetti Passante - Maloja","Lanza","Lazio - Vasari - Morosini","Legnano Arena civica","Livigno - Monte San Genesio","Lodi - Papi","Lombardia - Vallazze","Loreto 1","Lotto","M. Gioia - ""Regione""","Mac Mahon - Artieri","Mac Mahon - Caracciolo","Maciachini - Marche","Majno - Baretti","Manin - Bastioni","Manzoni","Marussig - Castelvetro","Mascagni","Meda","Medaglie D'Oro 1","Medaglie D'Oro 2","Melchiorre Gioia - Galvani","Melzi d Eril - Cagnola","Mentana","Milizie - Tortona","Missori","Modena - Castel Morrone","Molino delle Armi","Molino Dorino M1","Montenero - Spartaco","Morgagni Redi","Morozzo della Rocca","Moscova","Murat - Villani - Milano Sport","Muratori - Umbria","Napo Torriani","Napoli - Washington","Naviglio G.Valenza","Naviglio Pavese - Torricelli","Nigra - Castellini","Novelli - Carnaghi","Ospedale Maggiore","P.zza Luigi di Savoia","Pagano - Guido D'Arezzo","Palazzo Marino","Palestro 1","Palestro 2","Patellani","Piazza Carbonari","Piazza Nizza","Piazzale Lodi","Piazzi - Bernina","Piola","Pola RL","Porta Genova","Porta Nuova","Porta Venezia","Porta Venezia 2","Porta Volta civ. 5","Procaccini - Gramsci","Procaccini . Cimitero Monumentale","QT8 - Isernia","Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE","Regina Margherita","Reni - Guardi","Repubblica","Resistenza Partigiana","Restelli - Galvani RL 1","Richini","Ripamonti Bellezza","Risorgimento","Romagna - Pascoli","Romolo M2","Roncaglia - Washington","Rosario","Rotonda della Besana","S. F. Romana","S. Nazaro in Brolo","S. Stefano","S.Gioachimo","S.M. del Carso","San Babila","San Barnaba H Mangiagalli","San Giorgio","San Giovanni sul Muro","San Gottardo - Gentilino","San Lorenzo - ""Colonne""","San Marco","San Pietro all'Orto","San Pietro in Gessate","San Vito","Sant'Agostino","Sant'Ambrogio","Sant'Angelo - P.ta Nuova","Sant'Eustorgio- P.ta Ticinese","Santa Maria Beltrade","Santa Maria delle Grazie","Santa Sofia","Santissima Trinità","Sarpi Albertini","Sarpi Niccolini","Savona - Tolstoj","Segantini - Darwin","Sempione - Melzi d Eril","Sempione - RAI","Senato","Settembrini - Vitruvio","Spadolini - Centro Leoni","Sraffa","Stefini - Ressi","Stelvio - Farini","Stuparich - Albani","Susa - Sidoli","Suzzani - Arezzo","Taramelli RL","Temolo - Innovazione","Teodorico - Gattamelata","Teodosio - Pacini","Tiraboschi - Muratori","Tommaseo","Torino - Carrobbio","Toscana- Leoni","Treves","Triennale","Tunisia - Cozzi","Tunisia Lecco Bellintani","Università Bocconi","Università Cattolica","V Alpini","Valtellina - Aprica","Valtellina - Farini","Velasca","Vercelli - Cherubini","Vercelli - Piemonte","Verrocchio - Juvara","Vesuvio - Lipari","VI Febbraio","Vigliani - Scarampo","VIII novembre","Villapizzone FFSS - Lambruschini","Vittor Pisani","XXII Marzo","XXIV Maggio","XXV Aprile","Zara M3","Zavattari - Tempesta"
22,6,14,42,27,47,41,32,12,38,20,42,21,40,12,42,27,7,18,18,30,14,41,46,32,8,39,60,17,42,58,8,16,29,57,13,20,38,53,49,32,7,12,61,171,58,182,46,77,35,23,32,33,45,32,8,43,9,9,74,81,56,37,6,52,25,58,26,78,39,32,57,41,57,40,55,49,31,2,15,16,13,53,61,43,150,17,26,40,45,17,26,41,43,28,33,35,39,20,21,85,45,41,21,31,15,45,52,27,24,28,12,38,11,58,18,36,13,48,33,48,13,28,32,25,12,28,10,19,24,74,32,46,15,43,67,23,55,13,33,30,24,38,46,42,0,47,37,29,137,19,19,21,41,19,30,15,37,6,36,47,64,36,8,29,32,10,52,18,58,18,62,48,49,36,23,87,23,9,23,28,31,19,72,19,20,30,59,45,16,55,50,37,91,21,11,49,35,131,44,37,27,48,35,47,24,67,37,72,66,60,36,27,30,37,78,78,49,39,10,67,61,25,13,31,37,15,21,12,40,2,13,15,13,27,20,15,44,19,50,19,63,32,39,34,32,27,25,29,44,53,34,24,22,9,76,4,70,29,50,132,15,14
24,14,10,31,18,77,45,25,11,27,19,57,17,38,10,55,16,9,14,26,58,16,50,52,57,7,40,57,14,44,60,9,17,27,66,24,16,25,40,53,50,5,15,47,125,52,239,45,95,35,25,42,44,37,32,22,41,9,14,102,83,80,32,1,59,22,58,32,79,57,27,53,53,70,50,33,36,40,2,9,27,3,66,66,50,167,29,42,28,63,30,35,43,68,41,42,38,26,19,20,107,56,38,21,30,16,44,52,25,14,24,17,38,11,55,34,30,14,48,37,46,6,34,17,25,20,23,8,21,23,76,33,72,21,48,84,24,52,24,35,36,32,64,44,47,0,30,37,23,133,15,22,37,59,17,25,20,20,10,51,62,121,42,17,28,25,15,45,18,45,32,74,28,54,36,16,61,13,5,42,32,39,18,74,24,28,31,77,41,20,58,34,35,91,30,28,43,36,165,63,50,46,38,29,41,34,91,46,57,78,63,34,35,51,42,57,66,67,37,14,48,52,28,15,46,33,17,15,5,38,0,24,18,16,25,25,17,47,11,64,21,47,39,52,52,39,34,17,38,47,60,22,23,19,10,55,4,96,36,53,115,16,15
4,3,6,8,5,17,11,4,7,3,2,11,12,10,1,10,5,4,2,2,13,5,10,11,0,1,7,20,4,5,9,0,2,2,12,2,3,3,18,7,5,0,2,9,11,3,30,4,22,4,5,9,5,11,4,1,7,4,2,14,10,18,10,0,12,4,8,3,19,7,12,9,14,14,5,7,7,7,1,3,8,1,27,6,7,31,5,4,9,7,4,2,7,12,3,2,8,7,1,7,10,4,7,3,2,2,6,5,9,3,8,4,8,3,9,1,10,0,13,3,7,1,5,5,4,7,2,1,3,4,12,9,10,10,13,13,10,13,2,2,7,8,10,13,6,0,10,5,6,22,6,12,6,14,2,9,0,5,1,7,7,21,4,2,8,6,1,8,0,10,4,8,4,7,20,6,13,3,1,2,10,7,5,19,1,2,12,15,6,6,10,9,2,17,9,7,7,4,35,11,5,3,7,5,2,8,14,7,16,14,8,4,12,5,6,16,18,22,11,6,7,10,9,3,8,13,3,6,0,7,0,0,0,0,7,3,2,10,3,10,8,10,5,11,8,3,1,1,3,5,9,8,3,8,2,7,0,8,10,15,22,6,2
2,2,1,0,4,7,5,5,1,4,2,3,2,3,1,6,3,0,0,1,0,3,4,7,2,0,3,5,0,2,4,0,3,0,2,1,3,3,2,5,1,0,0,4,4,2,8,4,8,5,2,2,0,5,1,0,2,1,1,4,1,5,4,0,8,2,2,2,4,0,2,5,2,6,1,3,5,5,1,1,1,4,7,2,2,6,4,1,4,2,0,1,0,1,0,2,7,3,0,2,2,1,2,2,3,1,2,4,8,8,1,0,2,0,2,0,2,1,2,3,7,1,5,6,3,0,1,1,3,0,5,3,3,3,2,3,3,5,0,1,2,2,2,3,4,0,5,3,3,12,2,2,0,6,1,4,2,3,0,3,1,2,1,1,5,5,0,3,0,4,2,4,3,5,3,3,7,1,0,1,4,5,1,5,0,0,2,3,3,1,5,10,0,5,1,0,1,1,16,3,5,2,4,0,3,3,4,4,4,5,3,1,5,2,3,3,11,9,4,1,3,4,1,5,1,4,1,1,1,5,0,0,0,1,1,1,4,0,3,4,2,4,4,4,3,1,1,0,1,2,6,1,1,4,2,5,0,6,1,0,3,0,2
25,3,17,32,19,42,24,21,13,19,7,19,17,38,8,55,18,5,12,23,31,20,27,41,25,4,41,39,11,12,38,1,13,18,31,18,9,33,29,45,29,3,8,48,99,47,239,27,52,31,24,32,13,28,21,8,30,13,4,49,63,31,30,4,50,21,31,21,57,20,31,32,18,38,24,37,44,37,4,6,15,3,47,48,24,61,18,20,23,16,11,18,30,22,23,23,37,36,6,14,69,35,22,21,10,12,34,39,15,12,20,10,17,8,35,15,31,8,20,23,38,7,19,16,31,9,15,8,20,10,54,17,24,14,35,29,15,41,6,35,15,30,24,40,23,0,23,30,24,79,14,18,17,40,13,37,10,22,5,31,41,46,24,5,31,18,6,40,6,31,15,56,33,42,30,20,49,15,6,11,25,31,18,36,6,20,27,37,30,15,33,40,25,62,18,10,30,29,90,35,20,18,54,11,24,13,52,21,39,67,31,18,17,12,31,41,60,51,20,10,44,46,13,8,27,28,14,20,8,22,1,3,6,8,24,13,16,36,7,33,7,50,35,34,32,20,16,9,19,30,11,31,28,27,4,44,1,47,30,28,72,13,6
37,18,24,53,34,108,57,37,10,35,12,64,29,49,11,70,29,12,14,36,55,29,60,69,71,7,54,105,22,58,57,8,26,37,70,28,29,57,54,72,54,9,10,73,171,59,313,46,108,45,29,51,50,51,60,21,46,15,17,113,107,68,43,8,99,36,76,43,120,52,57,81,81,74,54,55,54,60,5,6,45,11,85,75,58,217,33,43,51,54,31,41,54,75,39,50,60,31,20,28,119,63,45,29,41,18,62,79,31,23,43,15,49,15,56,32,46,13,57,33,55,14,30,37,33,24,26,11,19,26,80,49,73,26,60,85,45,83,21,50,33,54,73,53,44,0,40,67,46,138,14,39,41,74,29,36,23,34,14,36,68,130,60,17,40,40,6,51,24,56,34,89,48,60,66,23,98,18,10,32,50,47,30,96,30,32,55,76,55,27,67,57,58,87,46,20,66,50,189,71,51,51,64,45,38,43,125,55,87,103,78,39,39,59,61,71,96,72,46,20,68,55,25,19,54,52,24,26,17,67,2,24,24,18,30,29,19,57,18,91,17,73,53,55,84,30,27,27,36,46,55,31,35,33,9,71,3,92,48,52,142,14,17
30,17,25,38,32,97,54,40,17,25,17,75,25,40,10,55,32,4,14,38,70,22,56,61,67,7,56,70,14,55,74,10,20,38,71,21,28,39,49,63,41,4,15,69,142,64,295,34,111,43,27,40,51,39,45,10,44,15,21,114,84,80,47,5,91,26,68,34,99,46,42,67,74,77,61,52,47,53,4,11,41,10,90,72,59,198,30,48,27,53,38,48,45,77,55,44,47,42,20,35,96,50,43,24,31,12,58,46,29,14,29,22,37,12,81,35,30,8,60,42,60,10,37,20,33,26,31,10,27,29,75,49,94,22,63,96,18,64,19,43,34,33,56,52,49,0,40,51,44,116,16,35,40,67,16,35,21,29,14,31,65,123,47,9,32,34,8,53,33,52,28,89,45,60,59,28,72,24,6,32,34,44,36,95,21,46,44,80,52,28,59,50,51,114,36,27,58,47,202,69,41,57,47,32,50,36,110,48,86,86,65,37,38,52,40,66,89,31,38,9,62,59,30,17,39,60,18,30,13,46,4,27,25,20,33,30,24,44,23,87,17,62,33,54,55,52,22,23,42,46,74,44,34,32,9,74,6,64,39,46,126,15,17
37,21,22,41,31,93,81,43,21,42,7,74,28,47,11,55,32,11,20,30,66,24,53,55,68,7,59,85,11,60,62,7,23,40,64,22,32,44,65,69,46,3,13,71,153,60,324,43,114,40,42,37,52,49,56,18,61,9,26,110,96,71,33,6,83,35,59,41,102,64,37,73,84,71,58,62,52,57,4,13,40,13,93,81,58,222,26,54,53,57,32,42,54,81,50,52,53,47,23,18,114,63,62,29,35,26,62,80,37,16,12,29,48,8,67,34,45,11,51,31,68,18,28,23,32,23,32,15,29,26,85,60,57,40,83,89,28,95,17,40,39,42,68,47,52,1,46,51,32,174,17,37,46,63,23,45,26,34,12,44,70,128,46,9,33,30,7,62,22,62,31,107,56,59,60,32,93,20,14,33,41,54,40,94,23,37,54,102,52,30,60,70,41,95,51,22,62,54,185,66,48,47,61,43,49,41,98,50,73,100,72,35,39,46,67,68,88,78,46,19,64,62,35,19,48,42,18,28,12,51,2,25,18,20,34,35,24,56,20,78,25,62,33,59,64,51,30,26,43,49,57,45,37,26,10,77,2,83,31,52,134,17,19
45,23,26,43,24,104,57,42,19,36,16,71,24,44,8,38,34,10,22,24,69,30,58,55,69,8,37,50,16,53,57,7,21,32,72,23,26,45,54,68,52,5,12,64,138,57,306,44,108,44,29,34,39,39,49,24,53,17,20,110,105,84,32,5,91,20,63,31,99,65,46,66,66,72,71,50,46,59,2,4,39,7,92,62,45,223,27,29,33,49,28,45,57,76,36,46,54,44,22,15,116,60,45,29,38,19,57,62,35,22,19,20,46,8,62,41,36,8,56,42,47,15,34,31,32,22,29,14,26,29,74,51,69,30,51,106,29,77,26,33,23,33,51,47,60,0,43,28,35,146,16,25,33,54,18,31,12,40,11,47,64,119,40,12,38,32,9,65,27,71,39,88,40,53,51,25,86,23,8,33,40,50,34,94,29,42,40,78,55,21,71,55,48,105,40,22,48,43,175,76,46,57,58,35,38,30,108,40,79,111,64,38,44,42,42,88,70,78,50,17,61,63,34,19,58,38,23,23,11,43,0,30,21,15,39,31,29,57,24,80,17,58,26,43,52,50,25,21,45,38,62,29,33,32,7,83,5,71,39,37,144,19,23
5,0,0,2,6,5,6,2,2,4,2,2,3,4,1,6,6,1,2,7,1,2,2,6,2,0,2,11,2,0,4,0,0,1,3,0,1,5,4,2,2,0,0,5,2,0,10,4,6,8,0,3,1,6,7,1,5,1,0,6,3,5,5,0,13,0,5,1,8,4,3,6,2,3,1,6,7,5,0,1,0,1,4,10,2,5,2,2,5,3,1,1,0,8,2,4,9,3,3,1,3,4,2,2,4,1,7,6,6,3,1,1,3,2,4,1,2,2,5,6,5,0,3,3,4,2,1,0,3,3,5,3,2,4,2,2,3,7,2,2,3,3,5,3,10,0,6,2,3,10,2,0,1,10,0,7,1,1,0,0,4,2,4,0,2,0,1,4,1,2,3,7,4,1,7,3,11,2,0,1,8,3,4,7,1,1,4,14,1,2,4,4,1,7,1,1,0,5,15,5,7,4,7,2,5,1,7,3,5,7,5,3,1,1,5,7,10,3,3,1,5,3,2,2,2,4,2,2,0,5,0,0,0,0,3,3,0,2,1,5,0,4,4,2,4,5,0,1,2,3,7,3,3,1,0,3,0,4,3,10,13,2,0
9,4,11,14,13,33,19,16,11,11,5,13,10,14,2,18,15,0,5,9,18,9,5,23,5,3,7,19,5,14,8,2,0,11,34,14,6,6,22,23,9,4,5,29,10,4,38,12,54,24,8,9,16,17,12,11,21,2,17,20,20,25,20,3,30,3,18,6,36,13,14,15,12,12,9,10,16,25,0,7,4,5,49,15,18,69,9,9,16,22,1,2,9,15,7,13,8,8,8,6,30,4,12,11,4,5,13,12,9,11,9,3,12,5,15,3,14,3,27,23,34,5,11,12,11,5,4,7,9,7,12,7,17,11,5,18,11,27,5,13,7,10,8,18,9,1,22,16,11,12,3,19,4,23,6,17,4,15,2,7,21,25,16,5,9,7,4,17,2,15,12,12,10,11,32,15,26,8,1,3,9,18,13,21,4,4,12,36,5,7,21,34,5,36,10,0,7,8,61,15,15,18,14,10,16,14,13,11,15,29,10,10,12,20,13,34,30,34,14,2,12,16,3,4,8,14,9,12,2,20,6,1,1,5,15,9,1,16,4,27,17,22,24,7,10,19,5,1,9,21,31,8,13,10,6,20,1,13,18,23,47,5,3
